0
429,0
433,799988
427,0
430,0
430,799988
434,200012
436,600006
441,799988
428,399994
413,200012
414,0
399,600006
405,0
399,200012
402,0
399,0
400,399994
401,799988
393,799988
399,799988
398,600006
401,600006
408,399994
403,0
401,200012
400,600006
400,0
399,799988
399,200012
400,0
393,799988
400,600006
395,600006
396,799988
400,0
394,399994
403,600006
408,0
416,0
410,799988
423,200012
427,600006
430,0
416,600006
419,799988
412,200012
420,600006
405,600006
405,200012
394,399994
401,799988
397,0
397,0
399,0
388,600006
385,0
388,200012
392,799988
403,399994
401,600006
412,799988
412,799988
416,799988
412,399994
409,600006
415,399994
415,0
409,600006
418,0
393,600006
405,0
395,799988
398,200012
403,799988
406,200012
401,600006
399,0
397,0
412,200012
420,200012
427,600006
445,200012
448,799988
457,0
447,600006
447,200012
445,200012
445,200012
435,600006
427,200012
420,600006
415,399994
405,399994
400,200012
405,399994
409,200012
415,799988
405,799988
399,0
402,200012
403,799988
394,799988
389,399994
395,600006
385,0
392,399994
385,200012
374,0
374,0
377,600006
392,799988
408,0
417,399994
420,399994
416,799988
416,799988
412,600006
414,0
398,0
398,200012
394,200012
395,0
393,200012
398,799988
402,0
400,0
395,0
410,399994
423,399994
408,399994
415,600006
426,600006
444,399994
429,0
416,200012
400,600006
400,200012
410,0
416,399994
427,600006
426,799988
436,399994
437,799988
423,600006
421,399994
421,399994
421,399994
421,399994
406,200012
424,200012
424,200012
424,200012
422,0
420,0
422,0
427,0
427,799988
428,399994
429,399994
431,799988
434,200012
437,600006
440,0
450,600006
456,0
448,200012
452,600006
457,600006
469,399994
450,600006
448,0
441,0
441,399994
449,0
453,0
444,399994
445,0
452,399994
445,0
436,0
431,600006
435,0
434,399994
432,0
440,399994
439,799988
435,0
433,200012
429,600006
436,799988
440,600006
442,600006
432,799988
427,399994
430,399994
430,0
433,200012
440,0
434,0
432,399994
430,600006
438,600006
436,799988
443,200012
449,0
441,399994
449,200012
446,200012
449,0
442,200012
438,0
438,0
432,0
428,600006
425,200012
428,0
427,600006
436,0
438,0
430,0
431,0
433,0
444,0
439,799988
435,0
443,0
445,0
441,0
442,0
442,0
442,0
443,0
442,200012
433,200012
442,200012
448,600006
443,0
443,0
443,600006
443,600006
446,399994
428,0
415,399994
410,0
407,399994
394,200012
389,600006
392,0
383,600006
385,399994
382,799988
394,0
405,799988
385,0
390,399994
394,600006
399,799988
398,600006
405,600006
402,600006
401,0
400,600006
403,0
420,600006
426,600006
423,399994
424,200012
428,0
436,399994
432,200012
420,0
425,0
425,799988
425,799988
425,399994
429,200012
424,399994
425,399994
435,0
430,0
426,0
429,0
426,399994
417,0
411,399994
410,0
409,399994
406,600006
404,0
401,0
401,0
398,600006
393,399994
378,600006
380,0
377,0
375,799988
374,0
365,600006
364,200012
362,399994
362,0
349,399994
349,0
338,600006
323,399994
324,600006
330,0
324,600006
318,799988
312,0
323,0
310,0
310,0
303,200012
317,0
329,200012
325,399994
330,0
325,600006
328,200012
329,399994
311,0
318,200012
322,600006
325,200012
322,0
315,799988
318,0
310,600006
326,0
324,600006
321,200012
330,799988
327,600006
329,0
327,0
321,399994
319,0
316,799988
328,0
343,0
340,399994
340,0
363,0
347,600006
345,0
341,600006
348,600006
346,799988
344,0
351,799988
352,0
355,600006
364,0
364,200012
376,799988
386,799988
385,0
378,200012
375,0
380,399994
380,200012
376,799988
367,600006
378,399994
370,200012
378,799988
381,799988
381,799988
394,399994
399,0
392,399994
390,799988
382,799988
382,799988
386,600006
387,600006
382,799988
388,399994
390,200012
381,399994
387,0
384,399994
389,200012
388,0
381,200012
374,399994
373,799988
372,200012
362,0
358,0
358,200012
354,799988
353,399994
355,0
367,799988
360,0
371,0
380,799988
367,399994
368,200012
371,799988
376,0
374,200012
389,799988
389,799988
389,799988
389,799988
388,200012
389,399994
389,399994
389,399994
394,399994
396,399994
396,399994
392,0
392,399994
400,0
383,600006
377,600006
385,0
390,399994
389,399994
384,799988
382,799988
387,200012
380,600006
378,399994
379,0
362,399994
359,799988
363,799988
368,799988
371,200012
370,600006
370,0
381,399994
389,600006
390,399994
392,0
394,600006
374,200012
377,399994
372,799988
374,0
365,0
363,799988
370,200012
374,799988
363,399994
337,799988
333,399994
324,200012
298,0
296,799988
330,399994
317,200012
309,200012
301,799988
263,600006
243,800003
229,600006
192,100006
208,399994
198,199997
233,399994
242,0
241,399994
248,399994
224,0
225,0
219,399994
225,600006
222,0
224,399994
221,800003
212,399994
213,600006
217,600006
228,0
229,600006
224,399994
229,0
229,0
229,0
235,0
223,0
222,399994
217,800003
217,600006
208,0
216,199997
219,0
212,0
202,399994
201,399994
214,399994
219,0
219,0
204,399994
198,0
190,5
188,199997
188,300003
184,5
184,600006
190,300003
183,600006
182,300003
185,899994
186,800003
187,199997
185,0
183,899994
184,0
186,0
207,800003
212,0
215,399994
213,600006
215,600006
221,800003
226,199997
247,600006
257,600006
254,800003
251,399994
251,399994
240,0
237,199997
244,199997
242,199997
244,800003
242,399994
236,399994
244,600006
241,199997
240,800003
237,600006
238,399994
230,0
234,399994
233,600006
236,399994
238,199997
234,0
229,199997
228,199997
229,199997
230,0
224,399994
223,0
216,0
212,600006
209,800003
217,0
215,0
209,0
206,0
199,600006
200,0
196,199997
190,399994
187,399994
192,0
190,300003
192,800003
186,0
188,0
192,0
204,800003
201,0
208,600006
207,600006
201,600006
200,800003
199,699997
194,5
192,300003
192,300003
189,600006
192,0
190,0
185,199997
188,100006
181,100006
182,5
183,5
181,0
179,300003
169,100006
180,0
183,600006
186,699997
184,0
183,699997
181,100006
181,199997
182,600006
176,800003
177,0
173,800003
173,5
163,899994
175,300003
168,5
166,399994
173,100006
169,100006
172,600006
176,399994
175,0
172,600006
169,0
168,0
158,5
156,100006
151,5
148,399994
149,699997
153,199997
146,699997
148,5
148,300003
151,199997
140,0
126,099998
120,0
115,5
116,599998
132,0
125,5
125,099998
123,699997
153,5
169,0
169,0
169,199997
160,699997
170,5
170,0
166,800003
